text,category,isenglish,translate
"கபாலி,  காலா,  படம்  வந்த  அமைதியாக  இருந்து , அசுரன்  படம்  வந்தபோது  அனைவரும்  வாழ்த்துக்கள்  தெரிவித்து  விட்டு    இந்த  படம்  வரும் போது  எல்லோரும்  எதிர்ப்பது  ஏன்???  இனி  ஒரு  அசுரன், வந்தால்  ஆயிரம்  தேவர்  மகனும்  ஆயிரம்  திரௌபதி யும்   வர வேண்டும்",NOT,False,"கபாலி,  காலா,  படம்  வந்த  அமைதியாக  இருந்து , அசுரன்  படம்  வந்தபோது  அனைவரும்  வாழ்த்துக்கள்  தெரிவித்து  விட்டு    இந்த  படம்  வரும் போது  எல்லோரும்  எதிர்ப்பது  ஏன்???  இனி  ஒரு  அசுரன், வந்தால்  ஆயிரம்  தேவர்  மகனும்  ஆயிரம்  திரௌபதி யும்   வர வேண்டும்"
இந்த படம் வெற்றி பெற வாழ்த்தும் அனைத்து சொந்தங்களுக்கும் ....வீர வன்னியன் சார்பாக நன்றி தெரிவித்து கொள்கிரேன்.....ஒன்று படுவோம் வென்றிவிடுவோம்,NOT,False,இந்த படம் வெற்றி பெற வாழ்த்தும் அனைத்து சொந்தங்களுக்கும் ....வீர வன்னியன் சார்பாக நன்றி தெரிவித்து கொள்கிரேன்.....ஒன்று படுவோம் வென்றிவிடுவோம்
இங்கு DISLIKE போட்ட 20k (20000) நபர்களின் ID யை காவல்துறை கன்கானிக்க வேண்டும்... ஒரு திருட்டு நாடககாதல் கூட்டம்  இந்த கூட்டத்தில் இருக்கு...,OFF,True,இங்கு DISLIKE போட்ட 20k (20000) நபர்களின் ID யை காவல்துறை கன்கானிக்க வேண்டும்... ஒரு திருட்டு நாடககாதல் கூட்டம்  இந்த கூட்டத்தில் இருக்கு...
"திரௌபதி   ஒவ்வொரு தந்தை மகளும் பார்க்க வேண்டிய திரைப்படம் திரௌபதி வெள்ளித்திரையில் மிரட்டுவாள்  , வாழ்த்துக்கள் மோகன் அண்ணா",NOT,False,"திரௌபதி   ஒவ்வொரு தந்தை மகளும் பார்க்க வேண்டிய திரைப்படம் திரௌபதி வெள்ளித்திரையில் மிரட்டுவாள்  , வாழ்த்துக்கள் மோகன் அண்ணா"
"திருமாவை எதிர்க்க பல சாதி தலைவர்கள், திருமா ஒரே ஆள் அத்தனை  பேரையும் நிம்மதி இழக்க செய்திருக்கிறார், இதுவே திருமாவுக்கு கிடைத்த வெற்றி,  பன்றிகள் தான் கூட்டமா வரும், திருமா சிங்கள்.",OFF,False,"திருமாவை எதிர்க்க பல சாதி தலைவர்கள், திருமா ஒரே ஆள் அத்தனை  பேரையும் நிம்மதி இழக்க செய்திருக்கிறார், இதுவே திருமாவுக்கு கிடைத்த வெற்றி,  பன்றிகள் தான் கூட்டமா வரும், திருமா சிங்கள்."
மேல் ஜாதி பெண்களை மேல் ஜாதி காரர்கள் காதலித்தால் அது புனித காதல் தலித் காதலித்தால் நாடக காதல் பொள்ளாச்சி சம்பவம் பன்னியவர்கள் என்ன ஜாதி,OFF,False,மேல் ஜாதி பெண்களை மேல் ஜாதி காரர்கள் காதலித்தால் அது புனித காதல் தலித் காதலித்தால் நாடக காதல் பொள்ளாச்சி சம்பவம் பன்னியவர்கள் என்ன ஜாதி
ஒருவருக்கும் அஞ்சாத மறவர் கூட்டமடா   தேவர் துணை,NOT,False,ஒருவருக்கும் அஞ்சாத மறவர் கூட்டமடா   தேவர் துணை
தல அஜித் அவர்களின் 25 வருட திரைப்பயணத்தின் கடின உழைப்பை முற்றிலும் பிரதிபலிக்கிறது இந்த இரண்டரை நிமிட முன்னோட்டம். விவேகம் குழுவிற்கு எமது வாழ்த்துக்கள்.,NOT,False,தல அஜித் அவர்களின் 25 வருட திரைப்பயணத்தின் கடின உழைப்பை முற்றிலும் பிரதிபலிக்கிறது இந்த இரண்டரை நிமிட முன்னோட்டம். விவேகம் குழுவிற்கு எமது வாழ்த்துக்கள்.
பொள்ளாச்சி இல் 200 பேர்க்கு மேல பாலியல் பலாத்காரம் பன்னவங்கள.... ஏன் எதிர்த்து  கூட பேசவே இல்லையே.... ???அது நாடக காதல் இல்லையா ?? ஏன் பேசல ??? because they r also...🤣🤣 ஏன்னா அந்த தே பசங்க எல்லாரும் ஆண்ட பரம்பரை 🤣🤣🤣 ...அப்போ உங்க மண்ணு பொண்ணு தொட்டவனுக்கு   புடுசிங்கள 🤣🤣🤣🤣  ... அடா சூத்துர பசங்கள ... comment பன்னவனேள்ளா சூத்திர பசங்க... இதுல  சாதி பெரும வேற 🤣🤣🤣,OFF,True,பொள்ளாச்சி இல் 200 பேர்க்கு மேல பாலியல் பலாத்காரம் பன்னவங்கள.... ஏன் எதிர்த்து  கூட பேசவே இல்லையே.... ??? அது நாடக காதல் இல்லையா ?? ஏன் பேசல ??? ஏனெனில் அவர்களும்... 🤣🤣 ஏன்னா அந்த தே பசங்க எல்லாரும் ஆண்ட பரம்பரை 🤣🤣🤣 ... அப்போ உங்க மண்ணு பொண்ணு தொட்டவனுக்கு   புடுசிங்கள 🤣🤣🤣🤣  ... அடா சூத்துர பசங்கள ... comment பன்னவனேள்ளா சூத்திர பசங்க... இதுல  சாதி பெரும வேற 🤣🤣🤣
எங்கள் சாதியின் குல தெய்வம்  திரௌபதி அம்மன் அருள் பெற்று படம் வெற்றி அடைய வாழ்த்துக்கள்....,NOT,False,எங்கள் சாதியின் குல தெய்வம்  திரௌபதி அம்மன் அருள் பெற்று படம் வெற்றி அடைய வாழ்த்துக்கள்....
அவ்வளவு அதப்பு இருந்தா?????? சாதி பெயரை சொல்லி கிடைக்கும் எந்த சலுகையும் வேண்டாம்னு சொல்லுங்கடா பாப்போம்!!,OFF,False,அவ்வளவு அதப்பு இருந்தா?????? சாதி பெயரை சொல்லி கிடைக்கும் எந்த சலுகையும் வேண்டாம்னு சொல்லுங்கடா பாப்போம்!!
ஆமா அண்ணா அது 1996 தான் அப்ப இருந்து 2019 வரைக்கும் இன்னமும் ரஜினி சொன்னது தான் நான் அரசியலுக்கு வரப் போகிறேன்,OFF,False,ஆமா அண்ணா அது 1996 தான் அப்ப இருந்து 2019 வரைக்கும் இன்னமும் ரஜினி சொன்னது தான் நான் அரசியலுக்கு வரப் போகிறேன்
ஆணவ கொலைகள் பற்றி பொங்கும் இந்த நாட்டில் நாடக காதல்கள் பற்றியும் பேச வேண்டும் என்ற இந்த முயற்சிக்கு  வாழ்த்துக்கள் அண்ணா.,NOT,False,ஆணவ கொலைகள் பற்றி பொங்கும் இந்த நாட்டில் நாடக காதல்கள் பற்றியும் பேச வேண்டும் என்ற இந்த முயற்சிக்கு  வாழ்த்துக்கள் அண்ணா.
செம மோகன் சூப்பர் தப்பா சொல்லி கொடுத்து அரசியல் செய்யற நாய்களுக்கு செருப்படி.,OFF,False,செம மோகன் சூப்பர் தப்பா சொல்லி கொடுத்து அரசியல் செய்யற நாய்களுக்கு செருப்படி.
கொங்கு வேளாளர் கவுண்டர் சமுதாயத்தின் சார்பாக படம் வெற்றி பெற வாழ்த்துகள்,NOT,False,கொங்கு வேளாளர் கவுண்டர் சமுதாயத்தின் சார்பாக படம் வெற்றி பெற வாழ்த்துகள்
தமிழ்நாட்டில் இருக்கும் அத்தனை சமுக மக்களின் குரலும் ஆதரவும். அப்படியானால் அம்பேத்கர் பெயரில் அரசியல்?? பொய்?!?!?,NOT,False,தமிழ்நாட்டில் இருக்கும் அத்தனை சமுக மக்களின் குரலும் ஆதரவும். அப்படியானால் அம்பேத்கர் பெயரில் அரசியல்?? பொய்?!?!?
கடலூர் மாவட்டம் விஸ்வகர்ம இணத்தின் மக்கள் சார்பாக படம் வெற்றியடைய வாழ்த்துகள்  jai viswakarma,NOT,True,கடலூர் மாவட்டம் விஸ்வகர்ம இணத்தின் மக்கள் சார்பாக படம் வெற்றியடைய வாழ்த்துகள் jai viswakarma
“தானா சேர்ந்த கூட்டம்” படம் தான் நியாபகத்துக்கு வருது..ஒவ்வொரு சீன்க்கும்...,OFF,False,“தானா சேர்ந்த கூட்டம்” படம் தான் நியாபகத்துக்கு வருது..ஒவ்வொரு சீன்க்கும்...
"என்ன இழவுடா இது? கங்கனாக்கு தமிழே தெரியாது, அவங்களை வைத்து ஜெயலலிதா அவர்களின் வாழ்க்கை கதை எடுக்க உங்களுக்கு எப்படி மனம் வந்தது விஜய் அவர்களே?",OFF,False,"என்ன இழவுடா இது? கங்கனாக்கு தமிழே தெரியாது, அவங்களை வைத்து ஜெயலலிதா அவர்களின் வாழ்க்கை கதை எடுக்க உங்களுக்கு எப்படி மனம் வந்தது விஜய் அவர்களே?"
வாங்க வாங்க  வரிசையா வந்து  கதறிட்டு போங்க.........   (5 ருபா அயன் பன்னுன சொக்காஸ்),OFF,False,வாங்க வாங்க  வரிசையா வந்து  கதறிட்டு போங்க.........   (5 ருபா அயன் பன்னுன சொக்காஸ்)
அண்ணா சூப்பரா நடிச்ச நீங்க இதைப் பல வேஷத்துல இந்த டயலாக் பார்க்கிற சூப்பர் அண்ணா,NOT,False,அண்ணா சூப்பரா நடிச்ச நீங்க இதைப் பல வேஷத்துல இந்த டயலாக் பார்க்கிற சூப்பர் அண்ணா
இது தான் உண்மையான சமூக படம் உண்மையான காதலை யாரும் எதிற்பதில்லை நாடக கம்பெனி குரூப் சரியான செருபடி,OFF,False,இது தான் உண்மையான சமூக படம் உண்மையான காதலை யாரும் எதிற்பதில்லை நாடக கம்பெனி குரூப் சரியான செருபடி
ஏய்... இது 96 சு.. யார ஏமாத்த பாக்குறீங்க.? என்னடா ஒரு சூப்பர் ஸ்டார் னு கூட பாக்காம பொசுக்கு னு கலாச்சுட்டீங்க..,OFF,False,ஏய்... இது 96 சு.. யார ஏமாத்த பாக்குறீங்க.? என்னடா ஒரு சூப்பர் ஸ்டார் னு கூட பாக்காம பொசுக்கு னு கலாச்சுட்டீங்க..
அவன் வீட்டு பொண்ண விட அடுத்த வீட்டுப் பொண்ணுங்க மேல அப்புடி என்னடா உங்களுக்கு ஆசை.......  அனைத்து செட்டியார் இன மக்கள் சாரபாக படம் வெற்றி பெற வாழ்த்துக்கள்......,NOT,False,அவன் வீட்டு பொண்ண விட அடுத்த வீட்டுப் பொண்ணுங்க மேல அப்புடி என்னடா உங்களுக்கு ஆசை.......  அனைத்து செட்டியார் இன மக்கள் சாரபாக படம் வெற்றி பெற வாழ்த்துக்கள்......
எத்தனை நாளைக்கு நாங்கள் கீழ்ஜாதி நாங்கள் செய்தால் தவறில்லை என்ற ஆணவத்தில் ஆடி பெண்களை நாசம் செய்கிறார் இந்த படம் அனைவரையும் செருப்பால் அடிக்கும் என்ற நம்பிக்கை,OFF,False,எத்தனை நாளைக்கு நாங்கள் கீழ்ஜாதி நாங்கள் செய்தால் தவறில்லை என்ற ஆணவத்தில் ஆடி பெண்களை நாசம் செய்கிறார் இந்த படம் அனைவரையும் செருப்பால் அடிக்கும் என்ற நம்பிக்கை
சுன்னியர் நாயக்கர் னு. அடே ரெட்டி நாயக்கர் ஷெட்டி லாம் தெலுங்கு கன்னட துளு சமூகங்கள் டா. அது கூட தெரியாம. சரி வுடு நானும் சேர நாட்டு அந்தணன் வாழ்த்துகள் சொல்லமாட்டேன்,OFF,False,சுன்னியர் நாயக்கர் னு. அடே ரெட்டி நாயக்கர் ஷெட்டி லாம் தெலுங்கு கன்னட துளு சமூகங்கள் டா. அது கூட தெரியாம. சரி வுடு நானும் சேர நாட்டு அந்தணன் வாழ்த்துகள் சொல்லமாட்டேன்
உண்மையா சொன்ன உடனே எரியுதா...  தரமான செருப்படி நாடகா காதல் நாய்களுக்கு,NOT,False,உண்மையா சொன்ன உடனே எரியுதா...  தரமான செருப்படி நாடகா காதல் நாய்களுக்கு
"Trailor வைத்து எதையும் முடிவு செய்து சண்டை போடாதீங்கயா...! படம் வரட்டும், சமத்துவம் பேசாத எந்த சாதிய படத்தையும் மக்கள் ஏற்கமாட்டார்கள்...",NOT,True,"Trailor வைத்து எதையும் முடிவு செய்து சண்டை போடாதீங்கயா...! படம் வரட்டும், சமத்துவம் பேசாத எந்த சாதிய படத்தையும் மக்கள் ஏற்கமாட்டார்கள்..."
ஹா! ஹா! அடேய்களா... என்னங்கடா இது 2 நிமிச டீசரே 2 மணி நேரம் ஓடுர மாதிரி இருக்கு?!  டீசர பார்க்கும் போதே தெரியுது படத்தோட ஸ்கிரின்ப்ளே எப்படினு!,OFF,False,ஹா! ஹா! அடேய்களா... என்னங்கடா இது 2 நிமிச டீசரே 2 மணி நேரம் ஓடுர மாதிரி இருக்கு?!  டீசர பார்க்கும் போதே தெரியுது படத்தோட ஸ்கிரின்ப்ளே எப்படினு!
எங்க ஊர்ல எப்பவும் கலப்பு திருமணம் எதிர்ப்போம் ரவுடி சிட்டி காங்கேயம்,NOT,False,எங்க ஊர்ல எப்பவும் கலப்பு திருமணம் எதிர்ப்போம் ரவுடி சிட்டி காங்கேயம்
96 சம கலாய் சேகரு செந்தன்டா உண்மையான கோமாளி ரஜினி,OFF,False,96 சம கலாய் சேகரு செந்தன்டா உண்மையான கோமாளி ரஜினி
அடப்பாவிங்களா ஜாதியை ஒழிக்க ஜாதிய படங்கள் நீங்க பேசாமல் அமைதியாக இருந்தாலே போதும் ஜாதி மக்கிபோகும் இருந்தாலும் வன்னியனாக என் வாழ்த்துக்கள்,OFF,False,அடப்பாவிங்களா ஜாதியை ஒழிக்க ஜாதிய படங்கள் நீங்க பேசாமல் அமைதியாக இருந்தாலே போதும் ஜாதி மக்கிபோகும் இருந்தாலும் வன்னியனாக என் வாழ்த்துக்கள்
தூத்துக்குடி நாடார்கள் சார்பாக படம் வெற்றி பெற வாழ்த்துக்கள்..,NOT,False,தூத்துக்குடி நாடார்கள் சார்பாக படம் வெற்றி பெற வாழ்த்துக்கள்..
.வசூலில் சிவகார்த்திகேயன கூட முந்த முடியாத சூர்யா...danush fans,OFF,True,.வசூலில் சிவகார்த்திகேயன கூட முந்த முடியாத சூர்யா... தனுஷ் ரசிகர்கள்
அப்பறம் ஏன் சார் விசிக கூட்டனணிக்கு வாக்கு போடுறீங்க?  நாடக காதல் கும்பலை ஒரேயடியா ஒழிக்கனும்னு இவ்வளவு உணர்சிய உள்ளுக்குள் வச்சுக்கொண்டு ஏன்யா விசிக கூட்டணிக்கு வோட்டு போடுறீங்க,OFF,False,அப்பறம் ஏன் சார் விசிக கூட்டனணிக்கு வாக்கு போடுறீங்க?  நாடக காதல் கும்பலை ஒரேயடியா ஒழிக்கனும்னு இவ்வளவு உணர்சிய உள்ளுக்குள் வச்சுக்கொண்டு ஏன்யா விசிக கூட்டணிக்கு வோட்டு போடுறீங்க
இந்த படத்தின் நடிகை ஜெயங்கொண்டம் (எ) ஜெயங்கொண்ட சோழபுரம் ஊரை சார்ந்தவர். படம் வெற்றி பெற வாழ்த்துகள்... மாவீரன் அவர்களின் புகழ் போற்றி போற்றி.....,NOT,False,இந்த படத்தின் நடிகை ஜெயங்கொண்டம் (எ) ஜெயங்கொண்ட சோழபுரம் ஊரை சார்ந்தவர். படம் வெற்றி பெற வாழ்த்துகள்... மாவீரன் அவர்களின் புகழ் போற்றி போற்றி.....
அட கொடூரமே...   //இதுக்கு குயீன் எவ்வளவோ மேல்,OFF,False,அட கொடூரமே...   //இதுக்கு குயீன் எவ்வளவோ மேல்
"நாடக காதல் செய்ய தூண்டும் #vck  திருமா,ரஞ்சித்,அதியமான் போன்ற நாய்களுக்கு செருப்படி...கலப்பு காதலித்தால் , வெட்டி வீசுவோம்...திரௌபதி வெற்றி பெற கவுண்டர் சமுதாயம் சார்பாக வாழ்த்துக்கள்...",OFF,True,"நாடக காதல் செய்ய தூண்டும் #vck  திருமா,ரஞ்சித்,அதியமான் போன்ற நாய்களுக்கு செருப்படி... கலப்பு காதலித்தால் , வெட்டி வீசுவோம்... திரௌபதி வெற்றி பெற கவுண்டர் சமுதாயம் சார்பாக வாழ்த்துக்கள்..."
ஒன்னு படத்தோட பேரை மாத்துங்க.இல்லைனா படத்தை வௌயிடாதீங்க.எதார்த்தமாக படக்மெடுக்காம வியாபார நோக்கத்திற்காக எடுக்கப்பட்ட படம் தேவையா?எப்படியும் முக்கியப்புள்ளிகளைப் பற்றி படத்தில் காட்சிகள் இருக்காது.இதுவந்தா என்ன..?வரலைனா என்ன..?,OFF,False,ஒன்னு படத்தோட பேரை மாத்துங்க.இல்லைனா படத்தை வௌயிடாதீங்க.எதார்த்தமாக படக்மெடுக்காம வியாபார நோக்கத்திற்காக எடுக்கப்பட்ட படம் தேவையா?எப்படியும் முக்கியப்புள்ளிகளைப் பற்றி படத்தில் காட்சிகள் இருக்காது.இதுவந்தா என்ன..?வரலைனா என்ன..?
"படம் வெற்றி பெற வாழ்த்துகள்.பரியேறும் பெருமாள் ,திரொபதி இத்துடன் சாதி படம் எடுப்பவர்கள் சாதியை  மீறி இன்னும் ஏதேனும் நம்மை பிரிக்க முயற்சி செய்ய வேண்டும்  பிரிவதற்கு தாயார் 2020 தமிழ்நாட்டில் இந்த சாதி நாடு அந்த சாதி நாடு அப்படி பிரிவோம் அரசியல் மட்டும் வாழ இந்த தமிழ்நாடு",NOT,False,"படம் வெற்றி பெற வாழ்த்துகள்.பரியேறும் பெருமாள் ,திரொபதி இத்துடன் சாதி படம் எடுப்பவர்கள் சாதியை  மீறி இன்னும் ஏதேனும் நம்மை பிரிக்க முயற்சி செய்ய வேண்டும்  பிரிவதற்கு தாயார் 2020 தமிழ்நாட்டில் இந்த சாதி நாடு அந்த சாதி நாடு அப்படி பிரிவோம் அரசியல் மட்டும் வாழ இந்த தமிழ்நாடு"
சாதிகள்  இல்லையடி பாப்பா ! - குலத் தாழ்ச்சி உயர்ச்சி சொல்லல் பாவம்         - மகாகவி பாரதியார்  🥊 சாதிகள் உள்ளதடி பாப்பா ! - குலத் தாழ்ச்சி உயர்ச்சி சொல்லல் பாவம்        - திரௌபதி திரைப்படம்  🥊 உன் சமூகத்த உயரத்தனும்னா நீ நல்லா படி உழைச்சு முன்னுக்கு வா   🥊நீ உயர்ந்தா உன் குடும்பம் உயரும்   🥊உங்க ஒவ்வொரு குடும்பமும் உயர்ந்தா உங்க சமூகம் உயரும்  🥊 ஆனா சமூக குடும்பம் உயர மத்தவன் குடும்பத்தை சீரழித்த சமூகப் பிரச்சனை தான் வரும்  🟠  அதனால ஜாதி சங்கங்கள் காலத்தின் கட்டாயம் . . நன்றி,NOT,False,சாதிகள்  இல்லையடி பாப்பா ! - குலத் தாழ்ச்சி உயர்ச்சி சொல்லல் பாவம்         - மகாகவி பாரதியார்  🥊 சாதிகள் உள்ளதடி பாப்பா ! - குலத் தாழ்ச்சி உயர்ச்சி சொல்லல் பாவம்        - திரௌபதி திரைப்படம்  🥊 உன் சமூகத்த உயரத்தனும்னா நீ நல்லா படி உழைச்சு முன்னுக்கு வா   🥊நீ உயர்ந்தா உன் குடும்பம் உயரும்   🥊உங்க ஒவ்வொரு குடும்பமும் உயர்ந்தா உங்க சமூகம் உயரும்  🥊 ஆனா சமூக குடும்பம் உயர மத்தவன் குடும்பத்தை சீரழித்த சமூகப் பிரச்சனை தான் வரும்  🟠  அதனால ஜாதி சங்கங்கள் காலத்தின் கட்டாயம் . . நன்றி
"பெயர் மணிமாறன் ஊர் மாயவரமா..., பேட்ட டிரைலர் ல யாரோ ஹாஸ்டல் வார்டன்  போல இருக்கு",OFF,False,"பெயர் மணிமாறன் ஊர் மாயவரமா..., பேட்ட டிரைலர் ல யாரோ ஹாஸ்டல் வார்டன்  போல இருக்கு"
தேசிய செட்டியார்கள் பேரவை சார்பாக வாழ்த்துகள்  படம் கண்டிப்பாக வெற்றி தான்,NOT,False,தேசிய செட்டியார்கள் பேரவை சார்பாக வாழ்த்துகள்  படம் கண்டிப்பாக வெற்றி தான்
ஜெயலலிதா அம்மாவோட கம்பீரத்துல 2% கூட இல்ல இவ  ...! விஜய்க்கு தேவை இல்லாத வேலை,OFF,False,ஜெயலலிதா அம்மாவோட கம்பீரத்துல 2% கூட இல்ல இவ  ...! விஜய்க்கு தேவை இல்லாத வேலை
100000000 முறை பார்த்துகிட்டே இருக்கலாம் இந்த ட்ரெய்லர் சூப்பர் ஜி,NOT,False,100000000 முறை பார்த்துகிட்டே இருக்கலாம் இந்த ட்ரெய்லர் சூப்பர் ஜி
தல மரண மாஸ்டா ஓத்தா தேவுடியா பசங்களா,OFF,False,தல மரண மாஸ்டா ஓத்தா தேவுடியா பசங்களா
அப்படி ஒரு ரகசிய அடி குடுக்கணும். அடிக்கணும். ஆனா அடிச்சது இந்த உலகத்துக்கு தெரியக்கூடாது.  அவ்வளவு ஏன்!!!!! அடி வாங்குனவனுக்கும் தெரியக்கூடாது. . மிரட்டல் வசனம்.,NOT,False,அப்படி ஒரு ரகசிய அடி குடுக்கணும். அடிக்கணும். ஆனா அடிச்சது இந்த உலகத்துக்கு தெரியக்கூடாது.  அவ்வளவு ஏன்!!!!! அடி வாங்குனவனுக்கும் தெரியக்கூடாது. . மிரட்டல் வசனம்.
யார் யார் கே சரியாக புரிந்து கொள்ளப்படவில்லை 4-5 டிரெய்லரைப் பார்ப்பது சில அர்த்தங்களைத் தருகிறது.,OFF,False,யார் யார் கே சரியாக புரிந்து கொள்ளப்படவில்லை 4-5 டிரெய்லரைப் பார்ப்பது சில அர்த்தங்களைத் தருகிறது.
நீங்க எதை பத்தியும் கவலைபடாதீங்க உங்களுக்காக நாங்க Appear-ஆகுறோம் திரையரங்குகளில்....  - ஆண்ட பரம்பரை,NOT,True,நீங்க எதை பத்தியும் கவலைபடாதீங்க உங்களுக்காக நாங்க Appear-ஆகுறோம் திரையரங்குகளில்.... - ஆண்ட பரம்பரை
படம் வெற்றி பேரா cuddalore vanniyar சங்கம் சார்பில் வாழ்த்துகள்...,NOT,True,படம் வெற்றி பேரா cuddalore vanniyar சங்கம் சார்பில் வாழ்த்துகள்...
விஸ்வாசம்  தெற்கு சீமையில என்ன பத்தி கேளு.. மதுரைகாரன்🤗,NOT,False,விஸ்வாசம்  தெற்கு சீமையில என்ன பத்தி கேளு.. மதுரைகாரன்🤗
இது மோகன் படமில்ல சாரே  நம்ப படம் நமக்கான படம்  இதுவே சமூக படம்,NOT,False,இது மோகன் படமில்ல சாரே  நம்ப படம் நமக்கான படம்  இதுவே சமூக படம்
ஜாதி இல்லையடி பாப்பா ஆணா ஓசி சலுகைகள் வேண்டுமடி பாப்பா. கடவுள் இல்லையடி பாப்பா ஆனால் ஓசி பிரியாணி வேண்டுமடி பாப்பா.,OFF,False,ஜாதி இல்லையடி பாப்பா ஆணா ஓசி சலுகைகள் வேண்டுமடி பாப்பா. கடவுள் இல்லையடி பாப்பா ஆனால் ஓசி பிரியாணி வேண்டுமடி பாப்பா.
ஒரு நல்ல திரைப்படம் பார்க்க போகிறேன் என்று நினைக்கிறேன்,NOT,False,ஒரு நல்ல திரைப்படம் பார்க்க போகிறேன் என்று நினைக்கிறேன்
இத்தன பேரா? இவ்வளவு நாளா எங்கடா ஓழிஞ்சிட்டு இருந்தீங்க?,OFF,False,இத்தன பேரா? இவ்வளவு நாளா எங்கடா ஓழிஞ்சிட்டு இருந்தீங்க?
ஏழுமலை தேவர் சமுதாய சார்பாக இந்த படம் வெற்றியடைய வாழ்த்துகிறேன்,NOT,False,ஏழுமலை தேவர் சமுதாய சார்பாக இந்த படம் வெற்றியடைய வாழ்த்துகிறேன்
அந்த அம்மா மட்டும் உயிரோடு இருந்த இந்த டீசரை போட்டவர்களை   டவுசரை   கலட்டி இருப்பங்கா,OFF,False,அந்த அம்மா மட்டும் உயிரோடு இருந்த இந்த டீசரை போட்டவர்களை   டவுசரை   கலட்டி இருப்பங்கா
ஏண்டா திருநங்கைகளவிட அசிங்கமா இருக்குற இந்த பிள்ளைகளாதான அவுனுக லவ் பன்றானுக,OFF,False,ஏண்டா திருநங்கைகளவிட அசிங்கமா இருக்குற இந்த பிள்ளைகளாதான அவுனுக லவ் பன்றானுக
சமூக விழிப்புணர்வு படம் வெற்றி பெற வாழ்த்துக்கள்...,NOT,False,சமூக விழிப்புணர்வு படம் வெற்றி பெற வாழ்த்துக்கள்...
எலேய் ரஞ்சித்து எலேய் வெற்றி மாறா  நீங்களும் வாங்கப்பா கமெணட்டுகுள்ள....நீ சம்பாதித்த காசுக்கு நேர்மை என்னன்னு இங்க 28லடசம் பேரு சாட்சி சொல்றாங்கப்பா.... மோகன் ஜீயின் கடமைக்கு 100சலாம் நண்பா,OFF,False,எலேய் ரஞ்சித்து எலேய் வெற்றி மாறா  நீங்களும் வாங்கப்பா கமெணட்டுகுள்ள....நீ சம்பாதித்த காசுக்கு நேர்மை என்னன்னு இங்க 28லடசம் பேரு சாட்சி சொல்றாங்கப்பா.... மோகன் ஜீயின் கடமைக்கு 100சலாம் நண்பா
தன் வினை தன்னைச் சுடும் கோமாளி படத்தின் இயக்குனருக்கு .....,OFF,False,தன் வினை தன்னைச் சுடும் கோமாளி படத்தின் இயக்குனருக்கு .....
இதற்கு அப்பறம் வரும் அனைத்து அரசியல் படங்களுக்கு இந்த படம் ஆணி வேராக இருக்கும்.#NKGFIRE #U1,NOT,True,இதற்கு அப்பறம் வரும் அனைத்து அரசியல் படங்களுக்கு இந்த படம் ஆணி வேராக இருக்கும்.#NKGFIRE #U1
தலித்மட்டும் தான் அப்பாவி மாதிரி சித்தரிக்கும் திருட்டு தேவிடியாபையன் ரஞ்சித் நாயிக்கு செருப்படி,OFF,False,தலித்மட்டும் தான் அப்பாவி மாதிரி சித்தரிக்கும் திருட்டு தேவிடியாபையன் ரஞ்சித் நாயிக்கு செருப்படி
சாதி பார்க்கும் ஒவ்வொருவனும் விபச்சாரிக்கு பிறந்த பிள்ளை,OFF,False,சாதி பார்க்கும் ஒவ்வொருவனும் விபச்சாரிக்கு பிறந்த பிள்ளை
என்னடா இது ? நாடகமா ? இல்ல குறும்படமா ? 🤔,OFF,False,என்னடா இது ? நாடகமா ? இல்ல குறும்படமா ? 🤔
இளைய ராஜா அவரோட இசை யா வேற படத்துல பயன்படுத்துன மட்டும் நீ அம்பலைய னு கேக்குரரு. பீத்தோவன் இசை ட்ரைலர் ல வருது ஆனா இசை இளையராஜா சொல்றக ஏனடா நியாயம் எது..உனக்கு ஒன்னு ஊருக்கு ஒன்னு,OFF,False,இளைய ராஜா அவரோட இசை யா வேற படத்துல பயன்படுத்துன மட்டும் நீ அம்பலைய னு கேக்குரரு. பீத்தோவன் இசை ட்ரைலர் ல வருது ஆனா இசை இளையராஜா சொல்றக ஏனடா நியாயம் எது..உனக்கு ஒன்னு ஊருக்கு ஒன்னு
Jai bheem  ஜாதி வெறி புடிச்ச தெவிடியா பசங்களா சாவுங்கடா,OFF,True,Jai bheem ஜாதி வெறி புடிச்ச தெவிடியா பசங்களா சாவுங்கடா
செம காமெடி.... கம்யூனிஸமா? படம் உண்டியல் கூட நிரம்பாது,OFF,False,செம காமெடி.... கம்யூனிஸமா? படம் உண்டியல் கூட நிரம்பாது
"வெறித்தனம்!!!.. மண்ண தொட்டவனை கூட விட்ருவோம்,    ஆனா பொண்ண தொட்டவனை கண்டம் துண்டமா வெட்டுவோம்",NOT,False,"வெறித்தனம்!!!.. மண்ண தொட்டவனை கூட விட்ருவோம்,    ஆனா பொண்ண தொட்டவனை கண்டம் துண்டமா வெட்டுவோம்"
மணிரத்னம் என்றாலே எதிர்பார்ப்புத்தான்.  வெற்றி பெறும்,NOT,False,மணிரத்னம் என்றாலே எதிர்பார்ப்புத்தான்.  வெற்றி பெறும்
